UserID,ProjectID,StartDate,EndDate
1478,1,20070,20085
1479,1,20016,20107
1480,1,19996,
1481,1,19872,19880
1482,1,19939,20089
1483,1,20021,
1484,1,19735,
1485,1,19885,19937
1486,1,20055,
1487,1,19934,19996
1488,1,19924,20080
1490,1,19916,
1491,1,19979,
1492,1,19770,19878
1493,1,19949,20034
1494,1,19810,
1495,1,19935,19973
1496,1,20065,20127
1497,1,19992,
1498,1,19935,20115
1499,1,20003,20064
1500,1,19963,19992
1501,1,20056,20142
1502,1,19764,19924
1503,1,20082,20104
1504,1,19949,20049
1505,1,19967,
1506,1,19740,19786
1507,1,19729,
1508,1,20043,20052
1509,1,19777,
1510,1,19734,19811
1511,1,19784,19942
1512,1,19742,19916
1513,1,19844,
1514,1,20043,20122
1515,1,19926,
1516,1,19764,
1517,1,20063,
1518,1,19943,
1519,1,19826,
1520,1,19812,19817
1521,1,19745,
1522,1,19729,
1523,1,19987,20160
1524,1,19852,
1525,1,19937,
1526,1,19813,19925
1527,1,19875,19940
1528,1,19840,19980
1529,1,19857,
1530,1,20013,20094
1531,1,19950,19965
1532,1,19939,19988
1533,1,19817,
1534,1,19870,
1535,1,20053,20125
1536,1,20025,
1537,1,19961,
1538,1,19760,
1539,1,20010,20160
1540,1,19765,19824
1541,1,19957,
1542,1,19920,19945
1543,1,20066,20126
1544,1,20057,
1545,1,19866,19929
1546,1,20038,
1547,1,19773,19899
1548,1,20032,20147
1549,1,19723,
1550,1,19732,19840
1551,1,19891,20071
1552,1,20001,20058
1553,1,20071,20158
1554,1,19987,20028
1555,1,19997,20045
1556,1,19787,19819
1557,1,19818,19834
1558,1,19845,
1559,1,19795,
1560,1,19984,20121
1561,1,19932,20083
1562,1,19856,20028
1563,1,20053,
1564,1,19928,
1565,1,20052,
1566,1,19756,
1567,1,19807,
1568,1,20011,
1569,1,19897,
1570,1,19849,19881
1571,1,19946,
1572,1,19879,19904
1573,1,19847,19988
1574,1,20016,20115
1575,1,19998,20150
1576,1,19909,
1577,1,19996,20075
1578,1,19829,
1579,1,20045,20078
1580,1,19888,20002
1581,1,19815,
1582,1,19937,
1583,1,19844,
1584,1,19894,
1585,1,19783,19830
1586,1,19838,
1587,1,19974,20149
1588,1,19920,
1589,1,20085,
1590,1,19782,19858
1591,1,20024,
1592,1,19892,20044
1593,1,19900,
1594,1,19923,20037
1595,1,19857,19866
1596,1,19883,20031
1597,1,19856,19864
1598,1,19951,20027
1599,1,19764,
1600,1,20012,20069
1601,1,19870,19956
1602,1,19810,19958
1603,1,19827,19839
1604,1,19860,
1605,1,19927,20031
1606,1,20061,
1607,1,19749,19885
1608,1,19924,
1609,1,19848,19998
1610,1,19949,20111
1611,1,19771,19826
1612,1,19828,19892
1613,1,20026,
1614,1,19881,19986
1615,1,19845,
1616,1,19807,19960
1617,1,20078,20190
1618,1,20045,20173
1619,1,19921,19988
1620,1,19782,19828
1621,1,19893,19947
1622,1,19832,19870
1623,1,19789,19910
1624,1,19852,
1625,1,20013,
1626,1,19759,
1627,1,19786,19940
1628,1,19966,20030
1629,1,20056,20182
1630,1,19894,20022
1631,1,19965,
1632,1,20059,20094
1633,1,19765,
1634,1,19755,
1635,1,19913,20011
1636,1,19974,20049
1637,1,19987,
1638,1,19954,
1639,1,19883,19910
1640,1,19945,20049
1641,1,20010,
1642,1,19952,20126
1643,1,19729,
1644,1,19745,
1645,1,19923,
1646,1,19975,
1647,1,19799,19835
1648,1,20054,
1649,1,20074,
1650,1,19766,19855
1651,1,19922,
1652,1,20036,20101
1653,1,19749,19845
1654,1,19735,
1655,1,19826,
1656,1,19866,
1657,1,19948,19989
1658,1,19954,
1659,1,20063,20210
1660,1,20057,
1661,1,19807,19907
1662,1,19833,19906
1663,1,19982,20129
1664,1,19767,19942
1665,1,19990,20057
1666,1,19729,
1667,1,19944,20063
1668,1,20018,20078
1669,1,19804,19859
1670,1,19877,19954
1671,1,19994,
1672,1,19753,
1673,1,19861,19938
1674,1,19777,19816
1675,1,19733,
1676,1,19913,20085
1677,1,19958,19968
1678,1,19764,19885
1679,1,20009,20138
1680,1,19899,
1681,1,20063,20173
1682,1,19858,
1683,1,19995,
1684,1,19988,
1685,1,19870,
1686,1,19763,
1687,1,19989,20020
1688,1,20082,
1689,1,19998,20002
1690,1,19849,
1691,1,19863,19887
1692,1,19808,
1693,1,19969,
1694,1,19793,19921
1695,1,19894,20001
1696,1,19808,19985
1697,1,20033,20118
1698,1,19755,19764
1699,1,19998,
1700,1,19975,20072
1701,1,19826,19998
1702,1,19913,
1703,1,20032,20184
1704,1,19784,19922
1705,1,19994,20168
1706,1,19777,19836
1707,1,19759,19864
1708,1,19965,
1709,1,19886,20050
1710,1,20057,20172
1711,1,19759,
1712,1,19971,20005
1713,1,20017,
1714,1,20068,
1715,1,19761,19767
1716,1,20063,20085
1717,1,19844,19934
1718,1,19758,
1719,1,20080,20212
1720,1,19793,
1721,1,19955,
1722,1,19973,
1723,1,19781,19924
1724,1,19843,
1725,1,19863,
1726,1,19791,19848
1727,1,19876,
1728,1,19743,19841
1729,1,20008,20051
1730,1,19839,
1731,1,19952,
1732,1,19850,
1733,1,19941,
1734,1,19831,
1735,1,19969,20058
1736,1,19863,
1737,1,20001,
1738,1,19992,20148
1739,1,20024,
1740,1,20059,20087
1741,1,20060,20117
1742,1,19724,
1743,1,20009,
1744,1,20040,
1745,1,19978,
1746,1,19875,20041
1747,1,19724,
1748,1,19816,19859
1749,1,20066,20181
1750,1,19795,19948
1751,1,19963,
1752,1,19963,
1753,1,19914,20031
1754,1,19983,
1755,1,19957,
1756,1,19908,
1757,1,19800,19854
1758,1,19796,19873
1759,1,19898,
1760,1,19953,20049
1761,1,19944,
1762,1,19878,
1763,1,19957,
1764,1,19741,19772
1765,1,20058,20092
1766,1,19810,
1767,1,19873,
1768,1,19853,19892
1769,1,19781,19902
1770,1,19746,19913
1771,1,20003,20148
1772,1,19943,
1773,1,19982,20076
1774,1,20019,20124
1775,1,20007,
1776,1,20022,20168
1777,1,20044,20051
1778,1,19924,
1779,1,19977,20068
1780,1,19926,
1781,1,19871,
1782,1,19887,
1783,1,19742,19841
1784,1,20075,20216
1785,1,19953,19995
1786,1,19808,19865
1787,1,19981,20074
1788,1,19984,20124
1789,1,20053,
1790,1,19982,20140
1791,1,19818,
1792,1,19880,19986
1793,1,19995,20092
1794,1,20053,
1795,1,19773,19839
1796,1,20077,20169
1797,1,19738,19834
1,2,20014,
2,2,19822,19895
3,2,20076,
4,2,19864,
5,2,19762,19811
6,2,19870,
7,2,19964,20011
9,2,20071,
10,2,19807,
11,2,19831,19841
13,2,20000,20082
14,2,20019,20116
15,2,19996,
16,2,19892,19958
17,2,19750,
18,2,19998,20165
19,2,19950,
20,2,19968,
21,2,20010,20179
22,2,19906,19941
23,2,20034,20193
24,2,19879,
25,2,19948,
26,2,19766,19794
27,2,19878,20017
28,2,19919,
29,2,19839,
30,2,19810,19938
31,2,19837,
32,2,20017,20094
33,2,20078,
34,2,19860,19879
35,2,19780,19945
36,2,19823,
37,2,19974,19978
38,2,19722,19860
39,2,19804,19884
40,2,19921,20073
41,2,19740,19869
42,2,19737,
44,2,19831,19936
45,2,19811,
46,2,19757,
47,2,19860,
48,2,19939,20104
49,2,19780,
50,2,19838,20016
52,2,19728,
53,2,19806,19945
54,2,19833,19963
55,2,20035,20058
56,2,19747,19910
57,2,19806,
58,2,19763,19798
59,2,19958,
60,2,19837,19908
61,2,19948,
62,2,19781,19856
63,2,19817,19887
64,2,20081,20200
65,2,19911,20068
66,2,19996,
67,2,19745,19788
68,2,19855,19859
69,2,19801,
70,2,20017,20166
71,2,19895,
72,2,19910,20088
73,2,19762,19920
74,2,19756,19804
75,2,19934,
76,2,19956,
77,2,19844,20023
78,2,20000,
79,2,19925,19939
80,2,19949,20090
81,2,19977,19994
82,2,19858,20027
83,2,19726,19879
84,2,20012,
85,2,19998,
86,2,20078,
87,2,19734,
88,2,19862,
89,2,19974,
90,2,19785,
91,2,20028,
92,2,19803,19846
93,2,19915,20040
94,2,19786,19890
95,2,19931,
96,2,19746,19760
97,2,19772,19861
98,2,20027,
99,2,19917,
100,2,19911,19932
101,2,19732,19849
102,2,19864,
103,2,19895,19956
104,2,19870,
105,2,19875,19959
106,2,20060,20215
107,2,19722,19773
108,2,20064,20083
109,2,20027,20158
110,2,19805,
111,2,19894,19986
112,2,19844,19985
113,2,19941,
114,2,19810,
115,2,19826,
116,2,20039,20059
117,2,20076,20212
118,2,20077,
119,2,19740,19912
120,2,20039,20130
121,2,19765,19805
122,2,20028,20104
123,2,19984,20093
124,2,19874,
125,2,19796,19957
126,2,19923,20011
127,2,19959,
128,2,19757,19786
129,2,19849,
130,2,19911,19915
131,2,19913,
132,2,19875,
133,2,19784,
134,2,19848,19974
135,2,19863,
136,2,20052,
137,2,20003,
138,2,19802,
139,2,19893,
140,2,20039,
141,2,20040,20165
142,2,19749,19809
143,2,19773,
144,2,19834,19936
145,2,19824,
146,2,19856,19896
147,2,20081,20212
148,2,20056,20185
149,2,19819,
150,2,19832,
151,2,19782,19906
152,2,19879,
153,2,19945,19956
154,2,20036,
155,2,20057,
156,2,19947,20021
157,2,19932,20013
158,2,20012,
159,2,19947,
160,2,20013,
161,2,19958,
162,2,19791,19837
163,2,19918,
164,2,19981,
166,2,20002,
167,2,19831,
168,2,20015,20138
169,2,20042,
170,2,20001,
171,2,19988,20059
172,2,19805,19891
173,2,20078,
174,2,20044,
175,2,19938,20110
176,2,19738,
177,2,19920,19988
178,2,19728,
179,2,19844,19948
180,2,19825,19883
181,2,19781,19951
182,2,19948,19961
183,2,20077,20241
184,2,19876,19956
185,2,19790,19878
186,2,19786,
187,2,19997,
189,2,19807,
190,2,20016,
191,2,19828,19870
192,2,19801,19889
194,2,19739,19793
195,2,20041,20187
196,2,20072,20099
197,2,19824,
198,2,20012,
199,2,19951,20119
200,2,19797,19843
201,2,19873,19997
202,2,20057,20217
203,2,19771,
205,2,19739,19877
206,2,19842,
207,2,19779,19931
208,2,19766,19784
209,2,19799,19970
210,2,19811,19869
211,2,19786,
212,2,19906,
213,2,20024,
214,2,19818,
215,2,19935,20047
216,2,19779,
217,2,19968,
218,2,20040,20131
219,2,19840,19952
220,2,20033,20090
221,2,19797,19852
222,2,19772,
223,2,19991,
224,2,19976,
225,2,19803,19871
226,2,19738,19865
227,2,19967,19991
228,2,19959,
229,2,19887,19954
230,2,19810,19849
231,2,19816,19850
232,2,19786,
233,2,19813,19929
234,2,20036,
235,2,19941,20114
236,2,19782,
237,2,19787,
238,2,19773,
239,2,19890,19944
240,2,19841,19863
241,2,20046,20125
242,2,19951,
243,2,19850,19956
244,2,20016,20057
245,2,20070,20086
246,2,19821,
247,2,20079,20169
249,2,19830,19910
250,2,20021,
251,2,19997,
252,2,19947,19965
253,2,19898,19910
254,2,20066,20226
255,2,19821,19849
256,2,19830,19833
257,2,19799,
258,2,19809,19825
259,2,20014,20126
260,2,19903,
261,2,19841,
262,2,19822,19919
263,2,19820,
264,2,19970,19986
265,2,19994,
266,2,19984,20069
267,2,19810,
268,2,19778,19876
269,2,19866,
270,2,19801,
271,2,19831,19857
272,2,19899,
273,2,19786,19787
274,2,19962,20036
275,2,19735,
276,2,19777,19946
277,2,19901,
278,2,20005,20067
279,2,20068,20193
280,2,19809,
281,2,19994,20160
283,2,19969,
285,2,19930,20070
286,2,19846,
287,2,19989,
288,2,20067,
289,2,19967,20018
290,2,20002,20066
291,2,19903,20042
292,2,19835,
293,2,19804,19872
294,2,19945,19989
295,2,19823,19863
296,2,19754,19896
297,2,20083,
298,2,19806,19917
299,2,19818,19855
300,2,19868,19995
301,2,19784,
302,2,20082,
303,2,19827,19975
304,2,19946,
305,2,20029,
306,2,19984,20099
307,2,20051,
308,2,19834,
309,2,19830,19984
310,2,20082,20133
311,2,19856,19933
312,2,20015,20195
313,2,19722,19875
314,2,19907,
315,2,20003,
316,2,20022,20105
317,2,20014,
318,2,20018,20195
319,2,20069,
320,2,19878,
321,2,19778,19957
322,2,19913,19999
323,2,19832,
324,2,19933,20110
325,2,20010,
326,2,20035,
327,2,19727,19741
328,2,19790,
329,2,20044,20065
330,2,19998,
331,2,19888,19940
333,2,20085,20170
334,2,20050,
335,2,19987,20140
336,2,19878,20029
337,2,20072,20159
338,2,19802,
339,2,19993,
340,2,19801,19958
341,2,19783,19941
342,2,19782,
343,2,19856,
344,2,19981,20105
345,2,20059,20147
346,2,19892,
347,2,20038,
348,2,19729,
349,2,19783,19803
350,2,19836,19981
351,2,19726,19874
352,2,20049,20109
353,2,20083,20092
354,2,20053,
355,2,19824,19836
356,2,19764,19941
357,2,19891,19947
358,2,19787,19798
359,2,19810,
360,2,20066,
361,2,20038,20164
362,2,20053,20075
363,2,19877,
364,2,20043,20074
365,2,19884,
366,2,19959,
367,2,20028,
368,2,20027,20114
369,2,19760,19854
370,2,19980,
371,2,19909,19916
372,2,19824,
373,2,20044,20092
374,2,19864,20005
375,2,20028,20042
376,2,20050,20089
377,2,19773,19905
378,2,19936,20080
379,2,19825,
380,2,19916,20022
381,2,19983,
382,2,20074,20239
383,2,19978,20084
384,2,19803,
385,2,19964,20059
386,2,19854,
387,2,19736,
388,2,19930,19953
389,2,19958,19964
390,2,20048,
391,2,19778,19904
392,2,19781,
393,2,19967,20114
394,2,20069,
395,2,20062,
396,2,19841,
397,2,19843,
398,2,19955,20087
399,2,19905,
400,2,19783,
401,2,19833,19997
402,2,19958,
403,2,19821,
404,2,20080,20117
405,2,20008,20026
406,2,19788,19874
407,2,20077,
408,2,19804,
409,2,19758,19801
410,2,20071,
411,2,19832,19942
412,2,19725,
413,2,20032,
414,2,19782,19933
415,2,19992,20128
416,2,19876,
417,2,19938,
418,2,20015,20093
419,2,20043,20143
420,2,19864,
422,2,19884,19985
423,2,19970,
424,2,19815,19987
425,2,19785,
426,2,20048,20179
427,2,19961,19990
428,2,19795,19930
429,2,19724,19874
430,2,20029,20157
431,2,19949,
432,2,19801,19839
433,2,19745,19867
434,2,19952,20030
435,2,19963,
436,2,20001,20179
437,2,19900,
438,2,19789,19896
439,2,19882,
440,2,19903,20078
441,2,19763,19892
442,2,20000,
443,2,19900,
444,2,19962,
445,2,19832,
446,2,20065,
447,2,19955,20087
448,2,20046,20056
449,2,19939,20086
450,2,19939,
451,2,19938,
452,2,20068,
453,2,19782,
454,2,20000,
455,2,19945,19971
456,2,19952,
457,2,19807,19887
458,2,20040,
459,2,19907,19975
460,2,19910,20065
461,2,19724,
462,2,19970,
463,2,19749,
464,2,20076,
465,2,19978,20117
466,2,19909,
467,2,19830,19925
468,2,19856,19926
470,2,19904,19909
471,2,19906,19984
472,2,19855,19996
473,2,19938,
474,2,20046,20131
475,2,19971,20127
476,2,19862,
477,2,20024,20199
478,2,19862,19970
479,2,20053,20099
480,2,19952,20091
481,2,19828,
482,2,19785,19905
483,2,19834,19876
484,2,19873,19982
485,2,19752,19858
486,2,19785,19928
487,2,19805,19861
488,2,19807,19820
489,2,19812,19891
490,2,19872,20024
491,2,19871,19914
492,2,20002,20086
493,2,19927,19959
494,2,19856,
495,2,19815,19850
496,2,19996,
497,2,19961,19982
498,2,20071,
499,2,19966,
500,2,19859,
501,2,20074,20161
502,2,19722,
503,2,19888,
504,2,20046,20156
505,2,20013,20066
506,2,19738,19846
507,2,19946,
508,2,20067,
509,2,20006,20077
510,2,20075,20159
511,2,19722,19747
512,2,20028,20148
513,2,19867,
514,2,20002,
515,2,19845,
516,2,19807,
517,2,19903,20013
518,2,19973,
519,2,19926,19938
520,2,19985,20023
521,2,19761,
522,2,19899,20028
523,2,20071,
524,2,20019,20091
525,2,19963,
526,2,19995,
527,2,19990,20117
528,2,19958,20026
529,2,19766,
530,2,19971,
531,2,20028,20106
532,2,19979,20077
533,2,19871,
534,2,19985,
535,2,19746,19801
536,2,19999,20066
537,2,19887,
538,2,20030,20117
539,2,19824,19968
540,2,20041,20163
541,2,19803,19942
542,2,19803,19912
543,2,19997,20076
544,2,19910,
545,2,19991,
546,2,20026,20072
547,2,19940,
548,2,19961,20029
549,2,19946,20006
551,2,19820,
552,2,19731,
553,2,20080,
554,2,20078,
555,2,19803,19810
556,2,19981,
557,2,20003,20022
558,2,19910,19912
559,2,20016,20196
560,2,19812,
561,2,19836,19862
562,2,19894,19953
563,2,19790,
564,2,20017,
565,2,20011,
566,2,19726,19831
568,2,19939,20076
569,2,19938,
570,2,19740,
571,2,19817,
572,2,19751,
573,2,19907,20011
574,2,19788,
575,2,20065,
576,2,19747,19873
577,2,19812,19877
578,2,20076,
579,2,19790,19865
580,2,19873,20002
581,2,19873,19911
582,2,19841,
583,2,19854,
584,2,19904,19974
585,2,19821,
586,2,19746,
588,2,19796,19970
589,2,19734,19789
590,2,19959,20053
591,2,20066,20070
592,2,19953,19972
593,2,19926,20074
594,2,19962,
595,2,19969,
596,2,20017,
597,2,19978,20079
598,2,20077,20094
599,2,19917,20071
600,2,19736,
601,2,19973,
602,2,19839,
603,2,19965,20126
604,2,20034,20092
605,2,20000,20010
606,2,19801,19917
607,2,20034,20097
608,2,20022,20034
609,2,20067,
610,2,19949,20111
611,2,20033,20123
612,2,19852,19953
613,2,20078,20094
614,2,19988,20105
615,2,19955,20051
616,2,19954,20079
617,2,20064,20092
619,2,20026,20042
620,2,19772,19917
621,2,20042,20206
622,2,19876,20034
623,2,20028,20183
624,2,19919,20062
626,2,19760,19842
627,2,20072,20101
628,2,19824,19954
629,2,19794,
630,2,19873,19958
631,2,19918,20092
632,2,19858,19928
633,2,19955,
634,2,19859,
635,2,20054,20130
636,2,20050,20114
637,2,19788,
638,2,20048,20156
639,2,19786,19895
640,2,20078,20131
641,2,19894,20060
642,2,19789,19944
643,2,19856,
644,2,19982,20106
645,2,20004,
646,2,19818,19979
647,2,19925,19965
648,2,19743,19905
649,2,19909,19970
650,2,19934,
651,2,19884,
652,2,20056,
653,2,19738,19915
654,2,20008,
655,2,19742,
656,2,19738,19809
657,2,20020,
658,2,19943,20107
659,2,19861,19943
660,2,19884,
661,2,19783,19877
662,2,19898,
663,2,19753,19787
664,2,19766,
665,2,20056,
666,2,19854,20014
667,2,19910,
668,2,19784,
669,2,20018,20123
670,2,20043,20163
671,2,19957,20007
672,2,19770,
673,2,19943,
674,2,19977,20088
675,2,19969,20044
676,2,19826,19894
677,2,19761,
678,2,19838,19925
679,2,20024,
680,2,19912,19941
681,2,19892,20068
682,2,19754,
683,2,19740,19813
684,2,19800,
685,2,19754,
686,2,20064,20153
687,2,19913,20019
688,2,19925,
689,2,20057,
690,2,19952,20115
691,2,19946,19999
692,2,20060,20159
693,2,19882,
694,2,20000,20137
695,2,19884,
696,2,20081,20134
697,2,19835,20012
698,2,19816,19930
700,2,19874,
701,2,19732,
702,2,19755,19818
704,2,20034,
705,2,19755,
706,2,19726,19748
707,2,20006,20058
708,2,20067,20199
709,2,19907,
710,2,19855,20024
711,2,19967,20126
712,2,19953,
713,2,19755,
714,2,19866,19950
715,2,19850,
716,2,19897,
717,2,20044,
718,2,19980,20003
719,2,19760,
720,2,19884,20047
721,2,19923,20024
722,2,19810,19952
723,2,19854,
724,2,20012,
725,2,20018,
727,2,19763,
728,2,19744,
729,2,19908,
730,2,19735,
731,2,19860,20032
732,2,20054,
734,2,19838,20006
735,2,19962,20047
736,2,19857,19887
737,2,20052,20102
738,2,19756,19833
739,2,20060,20065
740,2,19847,
741,2,19956,20091
742,2,19727,
743,2,19802,19836
744,2,20062,
745,2,19726,
746,2,19755,19928
747,2,19908,20073
748,2,19901,
749,2,19823,
750,2,20013,
751,2,20010,20052
753,2,19974,20017
754,2,19901,
755,2,19739,
756,2,19847,19947
757,2,19775,19874
758,2,19969,
760,2,19780,
761,2,19790,19833
763,2,19853,19860
764,2,20083,20084
765,2,20023,20155
766,2,19963,20007
767,2,20000,20113
768,2,19912,
769,2,19965,
770,2,20039,20174
771,2,19861,
772,2,19981,
773,2,19751,
774,2,19803,19951
775,2,20007,20023
776,2,19925,19998
777,2,20076,20134
778,2,19758,
779,2,20006,20090
780,2,19928,19943
781,2,20022,20134
782,2,19941,20048
783,2,19957,19993
784,2,19833,19969
785,2,19888,
786,2,19994,
787,2,20042,
788,2,20017,20195
789,2,19762,19905
790,2,19733,19847
791,2,19784,19796
793,2,19965,20090
795,2,19944,20063
796,2,20036,
798,2,19781,19936
799,2,20038,20105
800,2,20005,20018
801,2,19889,20007
802,2,19953,19997
803,2,20038,20100
804,2,19857,
805,2,19733,19750
806,2,19762,19876
807,2,19960,
808,2,20001,20029
809,2,19913,
810,2,19818,19917
812,2,20049,20101
814,2,19806,19985
816,2,19772,19905
818,2,19728,19807
819,2,19958,19996
820,2,19877,19912
821,2,19818,
822,2,19800,19911
823,2,19726,19892
824,2,19768,19773
825,2,19998,20137
826,2,19868,19956
827,2,20016,20161
828,2,19842,
829,2,19780,19878
830,2,20024,
831,2,19908,20060
832,2,19982,20142
833,2,19862,
834,2,19829,19894
835,2,19978,
836,2,20004,20183
837,2,19881,19956
838,2,19823,19980
839,2,19758,19879
840,2,19724,
841,2,19847,19993
842,2,20054,20124
843,2,19933,
844,2,19914,
845,2,19870,20030
846,2,19816,19970
847,2,19763,
848,2,19724,
849,2,19924,
850,2,19741,19823
851,2,19806,19883
852,2,19926,
853,2,19895,
854,2,19966,
856,2,19875,19890
857,2,19769,
858,2,19899,
859,2,19817,19953
860,2,19921,
861,2,19851,19986
862,2,20072,20085
863,2,19759,19886
864,2,19875,19943
865,2,19853,
866,2,19837,19893
867,2,19802,
868,2,19854,19879
869,2,19722,19763
870,2,19825,19911
871,2,20057,
873,2,19722,19772
874,2,20083,
875,2,19723,19758
876,2,19876,19972
877,2,19726,19862
878,2,19837,
879,2,19851,19923
880,2,19799,19912
881,2,19855,
883,2,19846,19931
884,2,19981,
885,2,20083,
886,2,19944,
887,2,19952,19960
888,2,20064,
889,2,19755,
890,2,20084,20214
891,2,19763,19937
892,2,19767,19909
893,2,20016,
894,2,19824,19848
895,2,20045,
896,2,19862,
897,2,19803,19879
898,2,19770,
899,2,19798,19801
900,2,19994,20034
901,2,19746,19855
902,2,19872,
903,2,19826,
904,2,19789,
905,2,19818,
906,2,19993,
907,2,19758,19932
908,2,20004,
909,2,20022,
910,2,19919,
911,2,19973,
912,2,19980,19993
913,2,19928,19990
914,2,19904,
915,2,19786,
916,2,19848,
917,2,19724,
918,2,19973,20116
919,2,19902,20079
920,2,20032,
921,2,19732,19815
922,2,19997,
923,2,19730,19761
924,2,19826,19945
925,2,19900,
926,2,19944,20034
927,2,19817,
928,2,19752,19851
929,2,19761,
930,2,19895,20013
931,2,19787,
932,2,19819,
933,2,20045,20085
934,2,19948,
935,2,19962,
936,2,19819,19943
937,2,19977,
938,2,20065,
939,2,20013,20078
940,2,19913,19932
941,2,19928,20085
942,2,19739,19745
943,2,19842,19954
944,2,19892,20031
945,2,19779,19922
946,2,19788,19924
947,2,19862,
948,2,19847,
950,2,19836,20016
951,2,20076,20128
952,2,19934,
953,2,19749,
954,2,19808,19839
955,2,19853,19933
956,2,20019,20174
957,2,19723,
958,2,19935,
959,2,19823,
960,2,19862,19968
961,2,19801,
962,2,20075,20171
963,2,19863,19878
964,2,19914,19924
965,2,19989,20072
966,2,19924,
967,2,19798,19814
968,2,19881,19972
969,2,19923,20056
970,2,19992,20076
971,2,19927,20033
972,2,19927,20051
973,2,20000,20077
974,2,19959,20047
975,2,19992,20010
976,2,19913,
977,2,19737,
978,2,19874,20032
979,2,19786,19809
980,2,19852,
981,2,19868,
982,2,19745,19860
983,2,19877,
984,2,19921,
985,2,19770,19872
986,2,19975,20027
987,2,19971,20037
989,2,19752,19859
990,2,19753,
991,2,19734,19790
992,2,20063,20125
993,2,19985,20153
994,2,20049,20224
995,2,19910,20020
996,2,19863,19975
997,2,19808,
998,2,20031,20192
999,2,19880,19939
1000,2,19935,20065
1001,2,19756,19780
1003,2,19982,
1004,2,19956,20117
1005,2,19910,20041
1006,2,20037,
1007,2,20064,
1008,2,19743,19822
1009,2,19812,19928
1010,2,19732,19758
1011,2,19943,
1012,2,19918,19931
1013,2,19834,19863
1014,2,20003,20054
1015,2,20038,20065
1016,2,19991,
1017,2,19940,20002
1018,2,20012,20040
1019,2,19832,19982
1020,2,19986,
1021,2,19723,19785
1022,2,20042,
1023,2,20046,
1024,2,19817,19910
1025,2,19773,
1026,2,19991,
1027,2,20035,20213
1028,2,19935,20072
1029,2,20037,
1030,2,19864,
1031,2,19763,19769
1032,2,19851,
1033,2,19793,19898
1034,2,20019,
1035,2,19966,
1036,2,19882,19978
1037,2,20024,20204
1038,2,20061,
1039,2,19832,19971
1040,2,19828,20005
1041,2,19809,
1042,2,19774,19792
1043,2,20013,20014
1044,2,19904,19916
1045,2,19758,
1047,2,19981,
1048,2,19735,
1049,2,19960,20087
1050,2,19925,
1051,2,20033,20101
1052,2,19826,
1053,2,19915,19943
1054,2,19887,
1055,2,19812,19972
1056,2,19768,19928
1057,2,19834,19915
1058,2,19984,
1059,2,19823,19971
1060,2,19933,
1061,2,20002,
1062,2,19939,
1063,2,20071,20111
1064,2,19854,20016
1065,2,20080,
1066,2,19780,19849
1067,2,19854,
1068,2,20027,20114
1069,2,19802,19835
1070,2,19735,
1071,2,19768,19895
1072,2,19928,19980
1073,2,19805,19854
1074,2,20085,
1075,2,19787,19817
1076,2,20084,
1077,2,19980,20059
1078,2,19907,20083
1079,2,20001,
1080,2,20033,20167
1081,2,19946,19980
1082,2,20040,
1083,2,19959,20038
1084,2,19823,19836
1085,2,19820,
1086,2,20025,20053
1087,2,19730,19845
1088,2,20078,20141
1089,2,19810,
1090,2,19781,19877
1091,2,19757,
1092,2,19782,
1093,2,19992,
1094,2,19760,19887
1095,2,19820,19863
1096,2,19988,20067
1097,2,20080,20110
1098,2,19998,20136
1099,2,20002,
1100,2,19725,
1101,2,20010,
1102,2,19877,20053
1103,2,19786,19929
1104,2,19930,
1105,2,19966,19977
1106,2,19982,
1107,2,19940,
1108,2,19816,19930
1109,2,19781,
1110,2,19809,19887
1111,2,19933,
1112,2,20011,
1113,2,20051,20147
1114,2,19734,19803
1115,2,19838,19966
1116,2,19947,
1117,2,19914,20076
1118,2,20040,20136
1119,2,19923,20090
1120,2,19963,
1121,2,20014,20057
1122,2,19889,
1123,2,19823,
1125,2,19906,19964
1126,2,19971,20029
1127,2,20012,20034
1128,2,19976,20056
1129,2,20024,
1130,2,20067,20158
1131,2,20029,20196
1132,2,19917,
1133,2,19897,
1134,2,19862,
1135,2,19938,19963
1136,2,19960,20108
1137,2,19890,20039
1138,2,19745,19862
1139,2,20065,20164
1140,2,19794,19894
1141,2,19879,
1142,2,20078,20213
1143,2,19844,19998
1144,2,20085,
1145,2,19798,19859
1146,2,19870,
1147,2,20008,20094
1148,2,20028,
1149,2,19913,
1150,2,19794,19973
1151,2,20057,20191
1152,2,19992,20069
1153,2,20077,20178
1154,2,19915,
1155,2,19772,
1156,2,19842,
1157,2,19816,19880
1158,2,19924,19934
1159,2,19787,19790
1160,2,19753,19814
1161,2,19769,19804
1162,2,19972,
1163,2,19812,19825
1164,2,19786,
1165,2,19841,19852
1166,2,19954,
1167,2,19791,
1168,2,19735,
1169,2,19777,19862
1170,2,20005,20164
1171,2,19848,19978
1172,2,19763,
1173,2,19976,20040
1174,2,20063,
1175,2,20071,20135
1176,2,20075,20239
1177,2,20016,
1178,2,19732,19748
1181,2,20076,20239
1182,2,19875,
1183,2,20082,20089
1184,2,19742,
1185,2,19895,20000
1186,2,20037,
1187,2,19965,
1188,2,20032,
1189,2,19981,20016
1190,2,19753,
1191,2,19967,20019
1192,2,20019,
1193,2,19762,19911
1194,2,19828,19963
1195,2,19855,19906
1196,2,19785,
